,order_id,order_date,order_time,order_quantity,product_name,customer_country,shipment_date,shipment_mode,gross_sales,discount_percent,profit
1063,17925,2021-09-19,15:34,2,Nike Men's Free 5.0+ Running Shoe,United Kingdom,2022-11-20,Standard Class,200,0.07,245
1064,25568,2022-01-09,5:15,2,Nike Men's Free 5.0+ Running Shoe,Australia,2023-01-30,Standard Class,200,0.15,245
1065,25988,2022-01-15,8:24,2,Nike Men's Free 5.0+ Running Shoe,Philippines,2023-02-07,Standard Class,200,0.01,245
1066,35083,2022-05-27,2:47,2,Nike Men's Free 5.0+ Running Shoe,USA,2023-05-26,Standard Class,200,0.1,245
1067,37086,2022-06-25,8:31,2,Nike Men's Free 5.0+ Running Shoe,USA,2023-06-29,Standard Class,200,0.18,245
1068,39986,2022-08-06,16:31,2,Nike Men's Free 5.0+ Running Shoe,USA,2023-07-24,Standard Class,200,0.2,245
1069,41671,2022-08-31,6:51,2,Nike Men's Free 5.0+ Running Shoe,Turkey,2023-08-25,Standard Class,200,0.03,245
1070,43976,2022-10-03,22:24,2,Nike Men's Free 5.0+ Running Shoe,South Africa,2021-01-09,Standard Class,200,0.0,245
1071,49558,2022-12-24,10:01,2,Nike Men's Free 5.0+ Running Shoe,Togo,2021-02-20,Standard Class,200,0.16,245
1072,49558,2022-12-24,10:01,2,Nike Men's Free 5.0+ Running Shoe,Togo,2021-02-22,Standard Class,200,0.15,245
1073,53626,2023-02-21,19:13,2,Nike Men's Free 5.0+ Running Shoe,Guatemala,2021-03-05,Standard Class,200,0.0,245
1074,59383,2023-05-16,20:09,2,Nike Men's Free 5.0+ Running Shoe,Cuba,2021-03-29,Standard Class,200,0.01,245
1075,65803,2023-08-18,13:22,2,Nike Men's Free 5.0+ Running Shoe,France,2021-04-08,Standard Class,200,0.12,245
1076,4936,2021-03-14,0:57,4,Nike Men's Free 5.0+ Running Shoe,Cuba,2021-06-10,First Class,400,0.15,245
1077,6538,2021-04-06,10:12,4,Nike Men's Free 5.0+ Running Shoe,Brazil,2021-07-02,Second Class,400,0.15,245
1078,23295,2021-12-07,0:55,4,Nike Men's Free 5.0+ Running Shoe,Singapore,2021-10-25,Same Day,400,0.1,245
1079,25618,2022-01-09,22:46,4,Nike Men's Free 5.0+ Running Shoe,China,2021-10-25,First Class,400,0.25,245
1080,37628,2022-07-03,6:24,4,Nike Men's Free 5.0+ Running Shoe,USA,2021-11-17,Same Day,400,0.02,245
1081,43345,2022-09-24,17:20,4,Nike Men's Free 5.0+ Running Shoe,Iran,2022-02-01,Second Class,400,0.07,245
1082,53501,2023-02-19,23:25,4,Nike Men's Free 5.0+ Running Shoe,Mexico,2022-04-04,Second Class,400,0.18,245
1083,4521,2021-03-07,23:33,4,Nike Men's Free 5.0+ Running Shoe,Cuba,2022-07-03,Standard Class,400,0.15,245
1084,6986,2021-04-12,23:09,4,Nike Men's Free 5.0+ Running Shoe,Argentina,2022-07-10,Standard Class,400,0.18,245
1085,11061,2021-06-11,10:48,4,Nike Men's Free 5.0+ Running Shoe,France,2022-07-31,Standard Class,400,0.13,245
1086,11061,2021-06-11,10:48,4,Nike Men's Free 5.0+ Running Shoe,France,2022-07-31,Standard Class,400,0.15,245
1087,13578,2021-07-18,4:37,4,Nike Men's Free 5.0+ Running Shoe,Germany,2022-08-05,Standard Class,400,0.0,245
1088,13835,2021-07-21,22:39,4,Nike Men's Free 5.0+ Running Shoe,Italy,2022-08-08,Standard Class,400,0.03,245
1089,15865,2021-08-20,13:51,4,Nike Men's Free 5.0+ Running Shoe,United Kingdom,2022-08-30,Standard Class,400,0.2,245
1090,19326,2021-10-10,2:24,4,Nike Men's Free 5.0+ Running Shoe,Germany,2022-10-20,Standard Class,400,0.01,245
1091,25298,2022-01-05,6:39,4,Nike Men's Free 5.0+ Running Shoe,China,2022-12-09,Standard Class,400,0.12,245
1092,33971,2022-05-10,21:12,4,Nike Men's Free 5.0+ Running Shoe,USA,2023-02-12,Standard Class,400,0.0,245
1093,49385,2022-12-21,21:24,4,Nike Men's Free 5.0+ Running Shoe,Nigeria,2023-05-21,Standard Class,400,0.06,245
1094,49525,2022-12-23,22:27,4,Nike Men's Free 5.0+ Running Shoe,Nigeria,2023-06-29,Standard Class,400,0.2,245
1095,59621,2023-05-20,7:32,4,Nike Men's Free 5.0+ Running Shoe,Mexico,2023-08-27,Standard Class,400,0.25,245
1096,67823,2023-09-17,1:04,4,Nike Men's Free 5.0+ Running Shoe,Germany,2023-10-07,Standard Class,400,0.2,245
1097,3328,2021-02-18,13:35,2,O'Brien Men's Neoprene Life Vest,Brazil,2021-02-17,First Class,100,0.13,125
1098,6393,2021-04-04,7:24,2,O'Brien Men's Neoprene Life Vest,Mexico,2021-03-29,First Class,100,0.1,125
1099,39908,2022-08-05,13:11,2,O'Brien Men's Neoprene Life Vest,USA,2022-02-03,First Class,100,0.18,125
1100,43385,2022-09-25,7:20,2,O'Brien Men's Neoprene Life Vest,Romania,2022-03-07,Same Day,100,0.04,125
1101,49228,2022-12-19,14:24,2,O'Brien Men's Neoprene Life Vest,Turkey,2022-06-07,First Class,100,0.17,125
1102,55015,2023-03-14,1:51,2,O'Brien Men's Neoprene Life Vest,Mexico,2022-06-29,Second Class,100,0.04,125
1103,55671,2023-03-23,15:40,2,O'Brien Men's Neoprene Life Vest,Panama,2022-08-07,Second Class,100,0.09,125
1104,61366,2023-06-14,18:53,2,O'Brien Men's Neoprene Life Vest,Brazil,2022-12-13,Second Class,100,0.18,125
1105,973,2021-01-15,4:32,2,O'Brien Men's Neoprene Life Vest,Cuba,2023-04-20,Standard Class,100,0.01,125
1106,11026,2021-06-10,22:32,2,O'Brien Men's Neoprene Life Vest,Denmark,2021-02-09,Standard Class,100,0.15,125
1107,11648,2021-06-20,0:27,2,O'Brien Men's Neoprene Life Vest,United Kingdom,2021-02-13,Standard Class,100,0.1,125
1108,25215,2022-01-04,1:35,2,O'Brien Men's Neoprene Life Vest,China,2022-02-03,Standard Class,100,0.17,125
1109,27008,2022-01-30,5:45,2,O'Brien Men's Neoprene Life Vest,Pakistan,2022-02-08,Standard Class,100,0.09,125
1110,27376,2022-02-04,14:40,2,O'Brien Men's Neoprene Life Vest,China,2022-02-16,Standard Class,100,0.06,125
1111,29003,2022-02-28,8:41,2,O'Brien Men's Neoprene Life Vest,Japan,2022-05-10,Standard Class,100,0.06,125
1112,37063,2022-06-25,0:28,2,O'Brien Men's Neoprene Life Vest,USA,2022-09-06,Standard Class,100,0.13,125
1113,37998,2022-07-08,16:02,2,O'Brien Men's Neoprene Life Vest,USA,2022-10-27,Standard Class,100,0.15,125
1114,39351,2022-07-28,10:03,2,O'Brien Men's Neoprene Life Vest,USA,2022-12-06,Standard Class,100,0.05,125
1115,39351,2022-07-28,10:03,2,O'Brien Men's Neoprene Life Vest,USA,2022-12-18,Standard Class,100,0.04,125
1116,41215,2022-08-24,15:06,2,O'Brien Men's Neoprene Life Vest,USA,2023-01-01,Standard Class,100,0.13,125
1117,41256,2022-08-25,5:27,2,O'Brien Men's Neoprene Life Vest,USA,2023-01-03,Standard Class,100,0.1,125
1118,41573,2022-08-29,20:31,2,O'Brien Men's Neoprene Life Vest,Niger,2023-01-21,Standard Class,100,0.04,125
1119,47265,2022-11-20,22:41,2,O'Brien Men's Neoprene Life Vest,South Africa,2023-02-21,Standard Class,100,0.2,125
1120,47615,2022-11-26,1:18,2,O'Brien Men's Neoprene Life Vest,South Africa,2023-02-26,Standard Class,100,0.02,125
1121,49031,2022-12-16,17:23,2,O'Brien Men's Neoprene Life Vest,Canada,2023-05-02,Standard Class,100,0.03,125
1122,49575,2022-12-24,15:58,2,O'Brien Men's Neoprene Life Vest,Iraq,2023-05-06,Standard Class,100,0.18,125
1123,55641,2023-03-23,5:10,2,O'Brien Men's Neoprene Life Vest,Mexico,2023-08-02,Standard Class,100,0.12,125
1124,61566,2023-06-17,16:57,2,O'Brien Men's Neoprene Life Vest,Brazil,2023-09-28,Standard Class,100,0.03,125
1125,63558,2023-07-16,18:50,2,O'Brien Men's Neoprene Life Vest,France,2021-02-20,Standard Class,100,0.25,125
1126,65635,2023-08-16,2:30,2,O'Brien Men's Neoprene Life Vest,Italy,2021-03-21,Standard Class,100,0.18,125
1127,67583,2023-09-13,12:59,2,O'Brien Men's Neoprene Life Vest,Germany,2021-05-15,Standard Class,100,0.15,125
1128,1563,2021-01-23,19:14,5,O'Brien Men's Neoprene Life Vest,Dominican�Republic,2021-07-10,Standard Class,250,0.04,125
1129,6736,2021-04-09,7:34,5,O'Brien Men's Neoprene Life Vest,Guatemala,2021-10-06,Standard Class,250,0.03,125
1130,9356,2021-05-17,13:28,5,O'Brien Men's Neoprene Life Vest,Mexico,2022-01-05,Standard Class,250,0.13,125
1131,11621,2021-06-19,15:00,5,O'Brien Men's Neoprene Life Vest,United Kingdom,2022-01-26,Standard Class,250,0.03,125
1132,13816,2021-07-21,16:00,5,O'Brien Men's Neoprene Life Vest,Germany,2022-02-22,Standard Class,250,0.13,125
1133,25301,2022-01-05,7:43,5,O'Brien Men's Neoprene Life Vest,India,2022-11-17,Standard Class,250,0.13,125
1134,27393,2022-02-04,20:38,5,O'Brien Men's Neoprene Life Vest,Philippines,2022-12-21,Standard Class,250,0.13,125
1135,27393,2022-02-04,20:38,5,O'Brien Men's Neoprene Life Vest,Philippines,2023-01-10,Standard Class,250,0.15,125
1136,33338,2022-05-01,15:26,5,O'Brien Men's Neoprene Life Vest,USA,2023-03-25,Standard Class,250,0.1,125
1137,33981,2022-05-11,0:42,5,O'Brien Men's Neoprene Life Vest,USA,2023-04-18,Standard Class,250,0.12,125
1138,35206,2022-05-28,21:52,5,O'Brien Men's Neoprene Life Vest,USA,2023-05-10,Standard Class,250,0.17,125
1139,37546,2022-07-02,1:41,5,O'Brien Men's Neoprene Life Vest,USA,2023-06-09,Standard Class,250,0.12,125
1140,41215,2022-08-24,15:06,5,O'Brien Men's Neoprene Life Vest,USA,2023-06-30,Standard Class,250,0.12,125
1141,49031,2022-12-16,17:23,5,O'Brien Men's Neoprene Life Vest,Canada,2021-02-12,Standard Class,250,0.05,125
1142,49508,2022-12-23,16:30,5,O'Brien Men's Neoprene Life Vest,Russia,2021-04-14,Standard Class,250,0.02,125
1143,59346,2023-05-16,7:11,5,O'Brien Men's Neoprene Life Vest,Mexico,2021-08-31,Standard Class,250,0.13,125
1144,59605,2023-05-20,1:56,5,O'Brien Men's Neoprene Life Vest,El Salvador,2021-08-31,Standard Class,250,0.17,125
1145,65635,2023-08-16,2:30,5,O'Brien Men's Neoprene Life Vest,Italy,2021-11-02,Standard Class,250,0.17,125
1146,2733,2021-02-09,21:08,5,O'Brien Men's Neoprene Life Vest,Cuba,2022-01-23,Second Class,250,0.06,125
1147,17286,2021-09-10,7:42,5,O'Brien Men's Neoprene Life Vest,France,2022-05-30,Second Class,250,0.05,125
1148,21091,2021-11-04,20:45,5,O'Brien Men's Neoprene Life Vest,China,2022-07-23,Same Day,250,0.06,125
1149,25946,2022-01-14,17:41,5,O'Brien Men's Neoprene Life Vest,China,2022-08-30,Second Class,250,0.07,125
1150,27063,2022-01-31,1:01,5,O'Brien Men's Neoprene Life Vest,Indonesia,2022-09-02,First Class,250,0.16,125
1151,27235,2022-02-02,13:17,5,O'Brien Men's Neoprene Life Vest,India,2022-09-18,Same Day,250,0.05,125
1152,29953,2022-03-13,5:31,5,O'Brien Men's Neoprene Life Vest,Australia,2022-12-02,Second Class,250,0.0,125
1153,37206,2022-06-27,2:34,5,O'Brien Men's Neoprene Life Vest,USA,2023-02-08,Second Class,250,0.07,125
1154,39926,2022-08-05,19:30,5,O'Brien Men's Neoprene Life Vest,USA,2023-02-10,Second Class,250,0.15,125
1155,43345,2022-09-24,17:20,5,O'Brien Men's Neoprene Life Vest,Iran,2023-03-25,Second Class,250,0.18,125
1156,45091,2022-10-20,5:02,5,O'Brien Men's Neoprene Life Vest,Belarus,2023-04-24,Second Class,250,0.01,125
1157,61985,2023-06-23,19:45,5,O'Brien Men's Neoprene Life Vest,Germany,2023-08-22,Second Class,250,0.18,125
1158,2531,2021-02-06,22:22,3,O'Brien Men's Neoprene Life Vest,Nicaragua,2021-02-08,Second Class,150,0.25,125
1159,2768,2021-02-10,9:24,3,O'Brien Men's Neoprene Life Vest,Honduras,2021-02-14,Second Class,150,0.06,125
1160,6326,2021-04-03,7:55,3,O'Brien Men's Neoprene Life Vest,El Salvador,2021-04-05,Second Class,150,0.02,125
1161,21091,2021-11-04,20:45,3,O'Brien Men's Neoprene Life Vest,China,2021-11-05,Same Day,150,0.18,125
1162,21888,2021-11-16,11:59,3,O'Brien Men's Neoprene Life Vest,India,2021-11-18,First Class,150,0.06,125
1163,25665,2022-01-10,15:14,3,O'Brien Men's Neoprene Life Vest,Australia,2022-01-16,Second Class,150,0.12,125
1164,29258,2022-03-03,2:01,3,O'Brien Men's Neoprene Life Vest,Thailand,2022-03-05,First Class,150,0.15,125
1165,39326,2022-07-28,1:17,3,O'Brien Men's Neoprene Life Vest,USA,2022-07-28,Same Day,150,0.15,125
1166,45093,2022-10-20,5:44,3,O'Brien Men's Neoprene Life Vest,Nigeria,2022-10-24,Second Class,150,0.02,125
1167,51373,2023-01-19,21:53,3,O'Brien Men's Neoprene Life Vest,Panama,2023-01-23,Second Class,150,0.07,125
1168,61886,2023-06-22,9:04,3,O'Brien Men's Neoprene Life Vest,United Kingdom,2023-06-24,Second Class,150,0.03,125
1169,63366,2023-07-13,23:34,3,O'Brien Men's Neoprene Life Vest,Germany,2023-07-15,First Class,150,0.04,125
1170,65566,2023-08-15,2:20,3,O'Brien Men's Neoprene Life Vest,Austria,2023-08-17,First Class,150,0.18,125
1171,67313,2023-09-09,14:23,3,O'Brien Men's Neoprene Life Vest,United Kingdom,2023-09-13,Second Class,150,0.03,125
1172,1785,2021-01-27,1:00,3,O'Brien Men's Neoprene Life Vest,Brazil,2021-02-02,Standard Class,150,0.07,125
1173,4133,2021-03-02,7:37,3,O'Brien Men's Neoprene Life Vest,Brazil,2021-03-06,Standard Class,150,0.04,125
1174,4728,2021-03-11,0:04,3,O'Brien Men's Neoprene Life Vest,Honduras,2021-03-15,Standard Class,150,0.17,125
1175,5783,2021-03-26,9:41,3,O'Brien Men's Neoprene Life Vest,Brazil,2021-03-30,Standard Class,150,0.09,125
1176,7396,2021-04-18,22:47,3,O'Brien Men's Neoprene Life Vest,Mexico,2021-04-20,Standard Class,150,0.25,125
1177,8926,2021-05-11,6:49,3,O'Brien Men's Neoprene Life Vest,Mexico,2021-05-13,Standard Class,150,0.15,125
1178,11356,2021-06-15,18:09,3,O'Brien Men's Neoprene Life Vest,Italy,2021-06-17,Standard Class,150,0.03,125
1179,11555,2021-06-18,15:52,3,O'Brien Men's Neoprene Life Vest,Germany,2021-06-24,Standard Class,150,0.12,125
1180,17238,2021-09-09,14:53,3,O'Brien Men's Neoprene Life Vest,Germany,2021-09-13,Standard Class,150,0.25,125
1181,27008,2022-01-30,5:45,3,O'Brien Men's Neoprene Life Vest,Pakistan,2022-02-03,Standard Class,150,0.06,125
1182,23886,2021-12-15,15:58,3,O'Brien Men's Neoprene Life Vest,Philippines,2021-12-17,Standard Class,150,0.06,125
1183,27568,2022-02-07,9:56,3,O'Brien Men's Neoprene Life Vest,Indonesia,2022-02-11,Standard Class,150,0.0,125
1184,29356,2022-03-04,12:21,3,O'Brien Men's Neoprene Life Vest,Philippines,2022-03-06,Standard Class,150,0.06,125
1185,35566,2022-06-03,4:00,3,O'Brien Men's Neoprene Life Vest,USA,2022-06-05,Standard Class,150,0.01,125
1186,37026,2022-06-24,11:30,3,O'Brien Men's Neoprene Life Vest,USA,2022-06-26,Standard Class,150,0.03,125
1187,41301,2022-08-25,21:13,3,O'Brien Men's Neoprene Life Vest,Poland,2022-08-27,Standard Class,150,0.18,125
1188,41605,2022-08-30,7:44,3,O'Brien Men's Neoprene Life Vest,Poland,2022-09-05,Standard Class,150,0.03,125
1189,45525,2022-10-26,13:05,3,O'Brien Men's Neoprene Life Vest,Iraq,2022-11-01,Standard Class,150,0.15,125
1190,49038,2022-12-16,19:50,3,O'Brien Men's Neoprene Life Vest,Nigeria,2022-12-20,Standard Class,150,0.12,125
1191,49038,2022-12-16,19:50,3,O'Brien Men's Neoprene Life Vest,Nigeria,2022-12-20,Standard Class,150,0.1,125
1192,51603,2023-01-23,6:28,3,O'Brien Men's Neoprene Life Vest,Panama,2023-01-27,Standard Class,150,0.15,125
1193,51678,2023-01-24,8:45,3,O'Brien Men's Neoprene Life Vest,Mexico,2023-01-28,Standard Class,150,0.07,125
1194,55641,2023-03-23,5:10,3,O'Brien Men's Neoprene Life Vest,Mexico,2023-03-25,Standard Class,150,0.04,125
1195,55641,2023-03-23,5:10,3,O'Brien Men's Neoprene Life Vest,Mexico,2023-03-25,Standard Class,150,0.03,125
1196,67656,2023-09-14,14:33,3,O'Brien Men's Neoprene Life Vest,Germany,2023-09-16,Standard Class,150,0.02,125
1197,1588,2021-01-24,3:59,4,O'Brien Men's Neoprene Life Vest,Brazil,2021-01-26,First Class,200,0.17,125
1198,8986,2021-05-12,3:50,4,O'Brien Men's Neoprene Life Vest,Guatemala,2021-05-14,Second Class,200,0.16,125
1199,13965,2021-07-23,20:12,4,O'Brien Men's Neoprene Life Vest,Italy,2021-07-29,Second Class,200,0.01,125
1200,15811,2021-08-19,18:56,4,O'Brien Men's Neoprene Life Vest,Germany,2021-08-21,First Class,200,0.12,125
1201,21968,2021-11-17,16:01,4,O'Brien Men's Neoprene Life Vest,South Korea,2021-11-21,Second Class,200,0.25,125
1202,23841,2021-12-15,0:12,4,O'Brien Men's Neoprene Life Vest,India,2021-12-17,First Class,200,0.25,125
1203,25951,2022-01-14,19:26,4,O'Brien Men's Neoprene Life Vest,Australia,2022-01-15,Same Day,200,0.05,125
1204,27535,2022-02-06,22:23,4,O'Brien Men's Neoprene Life Vest,China,2022-02-08,First Class,200,0.16,125
1205,29295,2022-03-03,14:59,4,O'Brien Men's Neoprene Life Vest,China,2022-03-09,Second Class,200,0.15,125
1206,37366,2022-06-29,10:37,4,O'Brien Men's Neoprene Life Vest,USA,2022-06-29,Same Day,200,0.13,125
1207,47366,2022-11-22,10:04,4,O'Brien Men's Neoprene Life Vest,Nigeria,2022-11-22,Same Day,200,0.13,125
1208,51806,2023-01-26,5:35,4,O'Brien Men's Neoprene Life Vest,Cuba,2023-01-28,Second Class,200,0.25,125
1209,53548,2023-02-20,15:53,4,O'Brien Men's Neoprene Life Vest,Mexico,2023-02-22,First Class,200,0.0,125
1210,55671,2023-03-23,15:40,4,O'Brien Men's Neoprene Life Vest,Panama,2023-03-25,Second Class,200,0.0,125
1211,59506,2023-05-18,15:15,4,O'Brien Men's Neoprene Life Vest,Nicaragua,2023-05-20,Second Class,200,0.01,125
1212,61078,2023-06-10,13:59,4,O'Brien Men's Neoprene Life Vest,Venezuela,2023-06-14,Second Class,200,0.16,125
1213,67353,2023-09-10,4:24,4,O'Brien Men's Neoprene Life Vest,France,2023-09-10,Same Day,200,0.0,125
1214,853,2021-01-13,10:29,4,O'Brien Men's Neoprene Life Vest,Mexico,2021-01-17,Standard Class,200,0.03,125
1215,5161,2021-03-17,7:46,4,O'Brien Men's Neoprene Life Vest,Brazil,2021-03-19,Standard Class,200,0.0,125
1216,7561,2021-04-21,8:36,4,O'Brien Men's Neoprene Life Vest,Cuba,2021-04-23,Standard Class,200,0.07,125
1217,8158,2021-04-30,1:45,4,O'Brien Men's Neoprene Life Vest,Mexico,2021-05-04,Standard Class,200,0.16,125
1218,9126,2021-05-14,4:53,4,O'Brien Men's Neoprene Life Vest,Uruguay,2021-05-16,Standard Class,200,0.09,125
1219,11026,2021-06-10,22:32,4,O'Brien Men's Neoprene Life Vest,Denmark,2021-06-12,Standard Class,200,0.09,125
1220,13013,2021-07-09,22:40,4,O'Brien Men's Neoprene Life Vest,Netherlands,2021-07-13,Standard Class,200,0.2,125
1221,17506,2021-09-13,12:46,4,O'Brien Men's Neoprene Life Vest,France,2021-09-15,Standard Class,200,0.1,125
1222,21348,2021-11-08,14:48,4,O'Brien Men's Neoprene Life Vest,Indonesia,2021-11-12,Standard Class,200,0.2,125
1223,21375,2021-11-09,0:15,4,O'Brien Men's Neoprene Life Vest,India,2021-11-15,Standard Class,200,0.15,125
1224,23871,2021-12-15,10:43,4,O'Brien Men's Neoprene Life Vest,India,2021-12-17,Standard Class,200,0.18,125
1225,25568,2022-01-09,5:15,4,O'Brien Men's Neoprene Life Vest,Australia,2022-01-13,Standard Class,200,0.07,125
1226,35565,2022-06-03,3:39,4,O'Brien Men's Neoprene Life Vest,USA,2022-06-09,Standard Class,200,0.1,125
1227,41605,2022-08-30,7:44,4,O'Brien Men's Neoprene Life Vest,Poland,2022-09-05,Standard Class,200,0.09,125
1228,49385,2022-12-21,21:24,4,O'Brien Men's Neoprene Life Vest,Nigeria,2022-12-27,Standard Class,200,0.01,125
1229,49913,2022-12-29,14:23,4,O'Brien Men's Neoprene Life Vest,Bulgaria,2023-01-02,Standard Class,200,0.25,125
1230,51385,2023-01-20,2:06,4,O'Brien Men's Neoprene Life Vest,Mexico,2023-01-26,Standard Class,200,0.02,125
1231,57891,2023-04-25,1:26,4,O'Brien Men's Neoprene Life Vest,Honduras,2023-04-27,Standard Class,200,0.1,125
1232,59256,2023-05-14,23:39,4,O'Brien Men's Neoprene Life Vest,Brazil,2023-05-16,Standard Class,200,0.16,125
1233,59838,2023-05-23,11:33,4,O'Brien Men's Neoprene Life Vest,Nicaragua,2023-05-27,Standard Class,200,0.13,125
1234,63861,2023-07-21,5:00,4,O'Brien Men's Neoprene Life Vest,France,2023-07-23,Standard Class,200,0.09,125
1235,67833,2023-09-17,4:34,4,O'Brien Men's Neoprene Life Vest,France,2023-09-21,Standard Class,200,0.1,125
1236,856,2021-01-13,11:32,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2021-01-15,Second Class,150,0.04,125
1237,2766,2021-02-10,8:42,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2021-02-12,Second Class,150,0.07,125
1238,4705,2021-03-10,16:01,3,Nike Men's Dri-FIT Victory Golf Polo,El Salvador,2021-03-12,First Class,150,0.03,125
1239,6105,2021-03-31,2:30,3,Nike Men's Dri-FIT Victory Golf Polo,Dominican�Republic,2021-04-02,First Class,150,0.03,125
1240,21823,2021-11-15,13:13,3,Nike Men's Dri-FIT Victory Golf Polo,Indonesia,2021-11-19,Second Class,150,0.05,125
1241,31296,2022-04-01,20:01,3,Nike Men's Dri-FIT Victory Golf Polo,Indonesia,2022-04-03,Second Class,150,0.0,125
1242,31318,2022-04-02,3:44,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-04-04,First Class,150,0.25,125
1243,39326,2022-07-28,1:17,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-07-28,Same Day,150,0.16,125
1244,41258,2022-08-25,6:09,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-08-27,First Class,150,0.13,125
1245,47306,2022-11-21,13:02,3,Nike Men's Dri-FIT Victory Golf Polo,Iran,2022-11-22,Same Day,150,0.04,125
1246,47568,2022-11-25,8:50,3,Nike Men's Dri-FIT Victory Golf Polo,Morocco,2022-11-27,First Class,150,0.06,125
1247,53321,2023-02-17,8:22,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2023-02-19,Second Class,150,0.02,125
1248,53501,2023-02-19,23:25,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2023-02-21,Second Class,150,0.09,125
1249,55935,2023-03-27,12:10,3,Nike Men's Dri-FIT Victory Golf Polo,Chile,2023-03-29,First Class,150,0.03,125
1250,57561,2023-04-20,5:49,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2023-04-22,First Class,150,0.07,125
1251,63371,2023-07-14,1:20,3,Nike Men's Dri-FIT Victory Golf Polo,France,2023-07-14,Same Day,150,0.17,125
1252,1586,2021-01-24,3:17,3,Nike Men's Dri-FIT Victory Golf Polo,Brazil,2021-01-26,Standard Class,150,0.13,125
1253,3135,2021-02-15,17:58,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2021-02-21,Standard Class,150,0.18,125
1254,3503,2021-02-21,2:54,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2021-02-25,Standard Class,150,0.15,125
1255,3781,2021-02-25,4:18,3,Nike Men's Dri-FIT Victory Golf Polo,El Salvador,2021-02-27,Standard Class,150,0.05,125
1256,5986,2021-03-29,8:48,3,Nike Men's Dri-FIT Victory Golf Polo,Ecuador,2021-03-31,Standard Class,150,0.13,125
1257,7396,2021-04-18,22:47,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2021-04-20,Standard Class,150,0.25,125
1258,13275,2021-07-13,18:28,3,Nike Men's Dri-FIT Victory Golf Polo,Germany,2021-07-19,Standard Class,150,0.15,125
1259,19273,2021-10-09,7:50,3,Nike Men's Dri-FIT Victory Golf Polo,Netherlands,2021-10-13,Standard Class,150,0.1,125
1260,27808,2022-02-10,22:01,3,Nike Men's Dri-FIT Victory Golf Polo,India,2022-02-14,Standard Class,150,0.16,125
1261,33606,2022-05-05,13:19,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-05-07,Standard Class,150,0.12,125
1262,35603,2022-06-03,16:57,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-06-07,Standard Class,150,0.16,125
1263,37086,2022-06-25,8:31,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-06-27,Standard Class,150,0.25,125
1264,37086,2022-06-25,8:31,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-06-27,Standard Class,150,0.0,125
1265,37998,2022-07-08,16:02,3,Nike Men's Dri-FIT Victory Golf Polo,USA,2022-07-12,Standard Class,150,0.2,125
1266,49953,2022-12-30,4:24,3,Nike Men's Dri-FIT Victory Golf Polo,Canada,2023-01-03,Standard Class,150,0.25,125
1267,51215,2023-01-17,14:32,3,Nike Men's Dri-FIT Victory Golf Polo,Georgia,2023-01-23,Standard Class,150,0.17,125
1268,59383,2023-05-16,20:09,3,Nike Men's Dri-FIT Victory Golf Polo,Cuba,2023-05-20,Standard Class,150,0.06,125
1269,59391,2023-05-16,22:57,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2023-05-18,Standard Class,150,0.05,125
1270,61275,2023-06-13,11:00,3,Nike Men's Dri-FIT Victory Golf Polo,Mexico,2023-06-19,Standard Class,150,0.16,125
1271,61308,2023-06-13,22:34,3,Nike Men's Dri-FIT Victory Golf Polo,Brazil,2023-06-17,Standard Class,150,0.1,125
1272,63575,2023-07-17,0:48,3,Nike Men's Dri-FIT Victory Golf Polo,Sweden,2023-07-23,Standard Class,150,0.18,125
1273,65071,2023-08-07,20:55,3,Nike Men's Dri-FIT Victory Golf Polo,Germany,2023-08-09,Standard Class,150,0.06,125
1274,1968,2021-01-29,17:07,4,Nike Men's Dri-FIT Victory Golf Polo,Haiti,2021-02-02,Standard Class,200,0.1,125
1275,7961,2021-04-27,4:44,4,Nike Men's Dri-FIT Victory Golf Polo,Argentina,2021-04-29,Standard Class,200,0.16,125
1276,9126,2021-05-14,4:53,4,Nike Men's Dri-FIT Victory Golf Polo,Uruguay,2021-05-16,Standard Class,200,0.16,125
1277,9595,2021-05-21,1:12,4,Nike Men's Dri-FIT Victory Golf Polo,Brazil,2021-05-27,Standard Class,200,0.1,125
1278,17838,2021-09-18,9:05,4,Nike Men's Dri-FIT Victory Golf Polo,United Kingdom,2021-09-22,Standard Class,200,0.01,125
1279,21846,2021-11-15,21:16,4,Nike Men's Dri-FIT Victory Golf Polo,Indonesia,2021-11-17,Standard Class,200,0.1,125
