Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit
LIJA Women's Argyle Golf Polo,202305,7,2.30154
TaylorMade White Smoke IN-12 Putter,202305,1,2.12838
Fitbit The One Wireless Activity & Sleep Trac,202305,8,2.18901
Nike Kids' Grade School KD VI Basketball Shoe,202305,4,1.44587
The North Face Women's Recon Backpack,202305,2,0.29337
Smart watch,202305,0,0.54795
Baby sweater,202305,0,0.72648
MDGolf Pittsburgh Penguins Putter,202305,8,1.19685
Men's gala suit,202305,0,1.96074
Merrell Men's All Out Flash Trail Running Sho,202305,9,0.25356
Garmin Approach S3 Golf GPS Watch,202305,0,1.3304
LIJA Women's Button Golf Dress,202305,4,1.68307
Cleveland Golf Women's 588 RTX CB Satin Chrom,202305,1,1.07789
Merrell Women's Siren Mid Waterproof Hiking B,202305,4,0.30943
TaylorMade Women's RBZ SL Rescue,202305,0,0.1715
Mio ALPHA Heart Rate Monitor/Sport Watch,202305,0,2.26298
TaylorMade 2023 Purelite Stand Bag,202305,5,2.01129
Cleveland Golf Collegiate My Custom Wedge 588,202305,4,0.85175
adidas Brazuca 2023 Official Match Ball,202305,4,2.21088
Nike Men's Fingertrap Max Training Shoe,202305,5,1.37178
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202305,0,2.17602
Nike Men's Kobe IX Elite Low Basketball Shoe,202305,5,1.186
Ogio Race Golf Shoes,202305,1,2.00431
insta-bed Neverflat Air Mattress,202305,1,0.98524
GolfBuddy VT3 GPS Watch,202305,0,1.99227
Merrell Women's Grassbow Sport Waterproof Hik,202305,1,1.22668
Titleist Small Wheeled Travel Cover,202305,0,1.80667
Polar Loop Activity Tracker,202305,0,1.21978
Pelican Maverick 100X Kayak,202305,0,1.33469
Garmin Approach S4 Golf GPS Watch,202305,0,0.46402
Total Gym 1400,202305,0,0.52282
Garmin Forerunner 910XT GPS Watch,202305,0,1.92208
Titleist Club Glove Travel Cover,202305,0,0.80747
GoPro HERO3+ Black Edition Camera,202305,0,1.37316
Diamondback Boys' Insight 24 Performance Hybr,202305,0,2.12764
Diamondback Girls' Clarity 24 Hybrid Bike 201,202305,0,1.78541
Stiga Master Series ST3100 Competition Indoor,202305,0,2.24771
SOLE E35 Elliptical,202305,2,1.73186
Bushnell Pro X7 Jolt Slope Rangefinder,202305,19,1.65231
SOLE E25 Elliptical,202305,17,1.01005
Bowflex SelectTech 1090 Dumbbells,202305,21,1.96555
Perfect Fitness Perfect Rip Deck,202304,621,0.88657
Nike Men's Dri-FIT Victory Golf Polo,202304,159,0.15548
O'Brien Men's Neoprene Life Vest,202304,583,0.94685
Nike Men's Free 5.0+ Running Shoe,202304,159,1.00909
Under Armour Girls' Toddler Spine Surge Runni,202304,141,1.15101
Nike Men's CJ Elite 2 TD Football Cleat,202304,93,0.57969
Field & Stream Sportsman 16 Gun Fire Safe,202304,8,2.18091
Pelican Sunstream 100 Kayak,202304,23,0.57375
Diamondback Women's Serene Classic Comfort Bi,202304,91,1.38641
ENO Atlas Hammock Straps,202304,3,1.91688
Nike Men's Comfort 2 Slide,202304,5,1.64608
adidas Youth Germany Black/Red Away Match Soc,202304,5,0.45392
Team Golf St. Louis Cardinals Putter Grip,202304,0,2.04675
LIJA Women's Eyelet Sleeveless Golf Polo,202304,1,1.43792
adidas Men's F10 Messi TRX FG Soccer Cleat,202304,12,1.48586
Glove It Women's Imperial Golf Glove,202304,0,1.07625
Glove It Imperial Golf Towel,202304,1,1.99705
Bridgestone e6 Straight Distance NFL Carolina,202304,2,1.44117
Glove It Women's Mod Oval 3-Zip Carry All Gol,202304,0,0.35899
Columbia Men's PFG Anchor Tough T-Shirt,202304,14,1.03225
Under Armour Women's Ignite Slide,202304,0,0.6306
Team Golf Tennessee Volunteers Putter Grip,202304,0,1.1631
Titleist Pro V1x High Numbers Personalized Go,202304,0,0.76759
Nike Men's Deutschland Weltmeister Winners Bl,202304,1,0.95976
Bridgestone e6 Straight Distance NFL San Dieg,202304,7,1.86183
Nike Women's Tempo Shorts,202304,0,2.26924
Team Golf Texas Longhorns Putter Grip,202304,1,0.6314
Hirzl Women's Soffft Flex Golf Glove,202304,6,1.77448
Clicgear 8.0 Shoe Brush,202304,6,1.74432
Hirzl Women's Hybrid Golf Glove,202304,2,1.24024
Team Golf Pittsburgh Steelers Putter Grip,202304,6,2.11459
Top Flite Women's 2023 XL Hybrid,202304,0,2.2896
Glove It Urban Brick Golf Towel,202304,0,0.79354
Nike Dri-FIT Crew Sock 6 Pack,202304,5,2.08529
TYR Boys' Team Digi Jammer,202304,4,2.11785
Team Golf San Francisco Giants Putter Grip,202304,20,0.20438
Clicgear Rovic Cooler Bag,202304,1,0.3143
Hirzl Men's Hybrid Golf Glove,202304,0,0.88292
Titleist Pro V1x Golf Balls,202304,0,0.88397
adidas Men's Germany Black Crest Away Tee,202304,0,2.34503
Titleist Pro V1 High Numbers Personalized Gol,202304,2,1.82
Under Armour Women's Micro G Skulpt Running S,202304,0,0.69938
Under Armour Hustle Storm Medium Duffle Bag,202304,0,0.48024
Under Armour Women's Ignite PIP VI Slide,202304,3,0.24525
Bag Boy Beverage Holder,202304,0,1.89356
Under Armour Men's Tech II T-Shirt,202304,7,1.41797
Team Golf New England Patriots Putter Grip,202304,6,2.28517
Under Armour Men's Compression EV SL Slide,202304,0,0.22573
Bridgestone e6 Straight Distance NFL Tennesse,202304,0,1.14507
Glove It Women's Mod Oval Golf Glove,202304,16,0.31753
Titleist Pro V1x High Numbers Golf Balls,202304,0,2.33485
Nike Women's Legend V-Neck T-Shirt,202304,1,0.36913
Under Armour Kids' Mercenary Slide,202304,13,1.82041
adidas Kids' F5 Messi FG Soccer Cleat,202304,0,2.22786
Children's heaters,202304,0,1.7125
Web Camera,202304,0,0.60638
Dell Laptop,202304,3,0.56985
Porcelain crafts,202304,0,0.67932
Sports Books,202304,0,2.19697
DVDs,202304,0,1.52327
Industrial consumer electronics,202304,0,0.70648
Fighting video games,202304,0,1.26348
Summer dresses,202304,0,1.19219
Lawn mower,202304,0,0.96015
Adult dog supplies,202304,0,0.41583
Rock music,202304,0,1.17605
Elevation Training Mask 2.0,202304,0,1.55239
LIJA Women's Mid-Length Panel Golf Shorts,202304,0,1.83195
Toys,202304,0,2.12219
Brooks Women's Ghost 6 Running Shoe,202304,0,2.32807
Bag Boy M330 Push Cart,202304,6,2.15868
Merrell Women's Grassbow Sport Hiking Shoe,202304,0,0.57064
Nike Men's Free TR 5.0 TB Training Shoe,202304,0,1.64705
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202304,0,1.02864
First aid kit,202304,0,1.74649
CDs of rock,202304,0,1.59133
Polar FT4 Heart Rate Monitor,202304,0,1.02079
LIJA Women's Argyle Golf Polo,202304,0,0.79704
TaylorMade White Smoke IN-12 Putter,202304,0,0.55742
Fitbit The One Wireless Activity & Sleep Trac,202304,0,1.35022
Nike Kids' Grade School KD VI Basketball Shoe,202304,0,1.81639
The North Face Women's Recon Backpack,202304,0,0.26606
Smart watch,202304,0,0.37939
Baby sweater,202304,0,0.16886
MDGolf Pittsburgh Penguins Putter,202304,7,1.0671
Men's gala suit,202304,0,2.10979
Merrell Men's All Out Flash Trail Running Sho,202304,0,0.95394
Garmin Approach S3 Golf GPS Watch,202304,0,2.30857
LIJA Women's Button Golf Dress,202304,0,2.33507
Cleveland Golf Women's 588 RTX CB Satin Chrom,202304,0,0.69756
Merrell Women's Siren Mid Waterproof Hiking B,202304,2,1.42868
TaylorMade Women's RBZ SL Rescue,202304,1,1.65789
Mio ALPHA Heart Rate Monitor/Sport Watch,202304,0,1.77112
TaylorMade 2023 Purelite Stand Bag,202304,6,1.42333
Cleveland Golf Collegiate My Custom Wedge 588,202304,0,1.37548
adidas Brazuca 2023 Official Match Ball,202304,0,1.50239
Nike Men's Fingertrap Max Training Shoe,202304,0,0.76882
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202304,2,1.79506
Nike Men's Kobe IX Elite Low Basketball Shoe,202304,0,1.26299
Ogio Race Golf Shoes,202304,0,0.6956
insta-bed Neverflat Air Mattress,202304,2,1.2184
GolfBuddy VT3 GPS Watch,202304,0,0.69638
Merrell Women's Grassbow Sport Waterproof Hik,202304,1,2.08293
Titleist Small Wheeled Travel Cover,202304,0,2.01232
Polar Loop Activity Tracker,202304,5,0.86549
Pelican Maverick 100X Kayak,202304,0,2.00027
Garmin Approach S4 Golf GPS Watch,202304,0,1.426
Total Gym 1400,202304,0,0.56907
Garmin Forerunner 910XT GPS Watch,202304,0,0.19279
Titleist Club Glove Travel Cover,202304,0,1.06547
GoPro HERO3+ Black Edition Camera,202304,0,0.7762
Diamondback Boys' Insight 24 Performance Hybr,202304,0,0.44545
Diamondback Girls' Clarity 24 Hybrid Bike 201,202304,0,1.62268
Stiga Master Series ST3100 Competition Indoor,202304,0,0.44325
SOLE E35 Elliptical,202304,26,0.24703
Bushnell Pro X7 Jolt Slope Rangefinder,202304,22,0.51866
SOLE E25 Elliptical,202304,2,1.26658
Bowflex SelectTech 1090 Dumbbells,202304,14,2.18772
Perfect Fitness Perfect Rip Deck,202303,57,0.39551
Nike Men's Dri-FIT Victory Golf Polo,202303,619,0.91387
O'Brien Men's Neoprene Life Vest,202303,175,2.09784
Nike Men's Free 5.0+ Running Shoe,202303,97,0.24145
Under Armour Girls' Toddler Spine Surge Runni,202303,176,0.19859
Nike Men's CJ Elite 2 TD Football Cleat,202303,101,0.21878
Field & Stream Sportsman 16 Gun Fire Safe,202303,91,1.12452
Pelican Sunstream 100 Kayak,202303,100,1.53908
Diamondback Women's Serene Classic Comfort Bi,202303,11,0.16137
ENO Atlas Hammock Straps,202303,3,0.17242
Nike Men's Comfort 2 Slide,202303,6,1.27835
adidas Youth Germany Black/Red Away Match Soc,202303,10,0.44961
Team Golf St. Louis Cardinals Putter Grip,202303,2,0.18107
LIJA Women's Eyelet Sleeveless Golf Polo,202303,3,1.03368
adidas Men's F10 Messi TRX FG Soccer Cleat,202303,11,2.1628
Glove It Women's Imperial Golf Glove,202303,1,1.38468
Glove It Imperial Golf Towel,202303,8,1.06243
Bridgestone e6 Straight Distance NFL Carolina,202303,5,0.34205
Glove It Women's Mod Oval 3-Zip Carry All Gol,202303,10,1.03023
Columbia Men's PFG Anchor Tough T-Shirt,202303,26,1.31639
Under Armour Women's Ignite Slide,202303,4,0.14667
Team Golf Tennessee Volunteers Putter Grip,202303,3,0.42791
Titleist Pro V1x High Numbers Personalized Go,202303,0,2.15695
Nike Men's Deutschland Weltmeister Winners Bl,202303,1,1.1724
Bridgestone e6 Straight Distance NFL San Dieg,202303,3,0.33193
Nike Women's Tempo Shorts,202303,2,1.69635
Team Golf Texas Longhorns Putter Grip,202303,0,0.12731
Hirzl Women's Soffft Flex Golf Glove,202303,5,2.11909
Clicgear 8.0 Shoe Brush,202303,3,0.82452
Hirzl Women's Hybrid Golf Glove,202303,4,1.93927
Team Golf Pittsburgh Steelers Putter Grip,202303,1,1.28826
Top Flite Women's 2023 XL Hybrid,202303,0,1.27277
Glove It Urban Brick Golf Towel,202303,6,2.1284
Nike Dri-FIT Crew Sock 6 Pack,202303,3,1.38964
TYR Boys' Team Digi Jammer,202303,4,0.96505
Team Golf San Francisco Giants Putter Grip,202303,15,2.11189
Clicgear Rovic Cooler Bag,202303,14,0.30921
Hirzl Men's Hybrid Golf Glove,202303,0,2.3256
Titleist Pro V1x Golf Balls,202303,18,2.24845
adidas Men's Germany Black Crest Away Tee,202303,9,1.75702
Titleist Pro V1 High Numbers Personalized Gol,202303,1,0.25708
Under Armour Women's Micro G Skulpt Running S,202303,10,2.14362
Under Armour Hustle Storm Medium Duffle Bag,202303,1,1.46297
Under Armour Women's Ignite PIP VI Slide,202303,0,0.3046
Bag Boy Beverage Holder,202303,11,1.19313
Under Armour Men's Tech II T-Shirt,202303,19,0.50261
Team Golf New England Patriots Putter Grip,202303,3,0.80445
Under Armour Men's Compression EV SL Slide,202303,6,2.28587
Bridgestone e6 Straight Distance NFL Tennesse,202303,2,1.24482
Glove It Women's Mod Oval Golf Glove,202303,0,0.93273
Titleist Pro V1x High Numbers Golf Balls,202303,14,1.66084
Nike Women's Legend V-Neck T-Shirt,202303,5,2.09038
Under Armour Kids' Mercenary Slide,202303,0,1.14825
adidas Kids' F5 Messi FG Soccer Cleat,202303,1,1.37072
Children's heaters,202303,0,1.50968
Web Camera,202303,0,1.37945
Dell Laptop,202303,5,2.04856
Porcelain crafts,202303,0,0.7137
Sports Books,202303,0,0.70763
DVDs,202303,0,1.48331
Industrial consumer electronics,202303,0,0.49854
Fighting video games,202303,0,0.86901
Summer dresses,202303,0,0.21262
Lawn mower,202303,0,1.06525
Adult dog supplies,202303,0,1.39757
Rock music,202303,0,0.18115
Elevation Training Mask 2.0,202303,0,0.37251
LIJA Women's Mid-Length Panel Golf Shorts,202303,0,2.02252
Toys,202303,0,1.80585
Brooks Women's Ghost 6 Running Shoe,202303,0,1.42816
Bag Boy M330 Push Cart,202303,9,1.76986
Merrell Women's Grassbow Sport Hiking Shoe,202303,0,1.33642
Nike Men's Free TR 5.0 TB Training Shoe,202303,0,1.79687
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202303,6,0.31117
First aid kit,202303,0,1.52918
CDs of rock,202303,0,2.19858
Polar FT4 Heart Rate Monitor,202303,0,1.4583
LIJA Women's Argyle Golf Polo,202303,0,1.31521
TaylorMade White Smoke IN-12 Putter,202303,0,1.03998
Fitbit The One Wireless Activity & Sleep Trac,202303,2,1.5287
Nike Kids' Grade School KD VI Basketball Shoe,202303,0,1.70755
The North Face Women's Recon Backpack,202303,0,0.21998
Smart watch,202303,0,2.32836
Baby sweater,202303,0,2.25429
MDGolf Pittsburgh Penguins Putter,202303,0,0.69236
Men's gala suit,202303,0,0.3827
Merrell Men's All Out Flash Trail Running Sho,202303,0,0.17014
Garmin Approach S3 Golf GPS Watch,202303,0,2.01727
LIJA Women's Button Golf Dress,202303,0,2.29765
Cleveland Golf Women's 588 RTX CB Satin Chrom,202303,0,0.51127
Merrell Women's Siren Mid Waterproof Hiking B,202303,0,0.28227
TaylorMade Women's RBZ SL Rescue,202303,0,2.03648
Mio ALPHA Heart Rate Monitor/Sport Watch,202303,0,1.15999
TaylorMade 2023 Purelite Stand Bag,202303,0,1.27134
Cleveland Golf Collegiate My Custom Wedge 588,202303,0,0.54004
adidas Brazuca 2023 Official Match Ball,202303,0,2.00759
Nike Men's Fingertrap Max Training Shoe,202303,0,0.57377
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202303,0,1.4208
Nike Men's Kobe IX Elite Low Basketball Shoe,202303,0,1.88333
Ogio Race Golf Shoes,202303,0,2.12774
insta-bed Neverflat Air Mattress,202303,0,1.68446
GolfBuddy VT3 GPS Watch,202303,0,0.60374
Merrell Women's Grassbow Sport Waterproof Hik,202303,0,1.25847
Titleist Small Wheeled Travel Cover,202303,2,1.96419
Polar Loop Activity Tracker,202303,0,1.7738
Pelican Maverick 100X Kayak,202303,0,0.24165
Garmin Approach S4 Golf GPS Watch,202303,0,2.09296
Total Gym 1400,202303,0,1.1239
Garmin Forerunner 910XT GPS Watch,202303,0,1.35533
Titleist Club Glove Travel Cover,202303,0,2.13051
GoPro HERO3+ Black Edition Camera,202303,0,1.00876
Diamondback Boys' Insight 24 Performance Hybr,202303,0,1.24593
Diamondback Girls' Clarity 24 Hybrid Bike 201,202303,0,0.47958
Stiga Master Series ST3100 Competition Indoor,202303,0,1.8108
SOLE E35 Elliptical,202303,16,2.01744
Bushnell Pro X7 Jolt Slope Rangefinder,202303,6,0.55303
SOLE E25 Elliptical,202303,23,1.48924
Bowflex SelectTech 1090 Dumbbells,202303,26,1.16548
Perfect Fitness Perfect Rip Deck,202302,679,0.91894
Nike Men's Dri-FIT Victory Golf Polo,202302,302,1.64554
O'Brien Men's Neoprene Life Vest,202302,189,1.79941
Nike Men's Free 5.0+ Running Shoe,202302,147,0.34474
Under Armour Girls' Toddler Spine Surge Runni,202302,235,0.12529
Nike Men's CJ Elite 2 TD Football Cleat,202302,99,1.44617
Field & Stream Sportsman 16 Gun Fire Safe,202302,91,0.68193
Pelican Sunstream 100 Kayak,202302,105,0.26709
Diamondback Women's Serene Classic Comfort Bi,202302,81,1.98979
ENO Atlas Hammock Straps,202302,0,1.73918
Nike Men's Comfort 2 Slide,202302,4,0.92344
adidas Youth Germany Black/Red Away Match Soc,202302,3,0.35793
Team Golf St. Louis Cardinals Putter Grip,202302,0,1.83442
LIJA Women's Eyelet Sleeveless Golf Polo,202302,14,2.29643
adidas Men's F10 Messi TRX FG Soccer Cleat,202302,5,1.51604
Glove It Women's Imperial Golf Glove,202302,0,0.33922
Glove It Imperial Golf Towel,202302,0,0.50317
Bridgestone e6 Straight Distance NFL Carolina,202302,8,1.84397
Glove It Women's Mod Oval 3-Zip Carry All Gol,202302,0,0.58961
Columbia Men's PFG Anchor Tough T-Shirt,202302,8,0.6007
Under Armour Women's Ignite Slide,202302,0,2.06439
Team Golf Tennessee Volunteers Putter Grip,202302,8,1.66517
Titleist Pro V1x High Numbers Personalized Go,202302,0,0.52119
Nike Men's Deutschland Weltmeister Winners Bl,202302,0,1.62649
Bridgestone e6 Straight Distance NFL San Dieg,202302,3,1.71477
Nike Women's Tempo Shorts,202302,0,0.92243
Team Golf Texas Longhorns Putter Grip,202302,6,0.23071
Hirzl Women's Soffft Flex Golf Glove,202302,4,0.65465
Clicgear 8.0 Shoe Brush,202302,0,1.33091
Hirzl Women's Hybrid Golf Glove,202302,2,1.23129
Team Golf Pittsburgh Steelers Putter Grip,202302,1,0.82915
Top Flite Women's 2023 XL Hybrid,202302,21,2.13743
Glove It Urban Brick Golf Towel,202302,7,1.62744
Nike Dri-FIT Crew Sock 6 Pack,202302,2,0.9058
TYR Boys' Team Digi Jammer,202302,7,0.891
Team Golf San Francisco Giants Putter Grip,202302,2,1.50541
Clicgear Rovic Cooler Bag,202302,1,0.58051
Hirzl Men's Hybrid Golf Glove,202302,12,1.99473
Titleist Pro V1x Golf Balls,202302,11,1.56627
adidas Men's Germany Black Crest Away Tee,202302,22,1.50176
Titleist Pro V1 High Numbers Personalized Gol,202302,11,1.3341
Under Armour Women's Micro G Skulpt Running S,202302,6,1.34409
Under Armour Hustle Storm Medium Duffle Bag,202302,4,0.12361
Under Armour Women's Ignite PIP VI Slide,202302,4,1.48304
Bag Boy Beverage Holder,202302,0,1.26168
Under Armour Men's Tech II T-Shirt,202302,14,0.43408
Team Golf New England Patriots Putter Grip,202302,2,1.8753
Under Armour Men's Compression EV SL Slide,202302,0,1.54393
Bridgestone e6 Straight Distance NFL Tennesse,202302,1,1.50731
Glove It Women's Mod Oval Golf Glove,202302,23,1.20941
Titleist Pro V1x High Numbers Golf Balls,202302,0,2.23628
Nike Women's Legend V-Neck T-Shirt,202302,9,2.23701
Under Armour Kids' Mercenary Slide,202302,2,0.88451
adidas Kids' F5 Messi FG Soccer Cleat,202302,3,1.57135
Children's heaters,202302,0,1.73843
Web Camera,202302,0,2.3387
Dell Laptop,202302,39,1.13471
Porcelain crafts,202302,0,2.2439
Sports Books,202302,0,1.35525
DVDs,202302,0,1.53947
Industrial consumer electronics,202302,0,2.17559
Fighting video games,202302,0,0.70485
Summer dresses,202302,0,0.19652
Lawn mower,202302,0,2.09754
Adult dog supplies,202302,0,1.38877
Rock music,202302,0,1.60965
Elevation Training Mask 2.0,202302,0,1.36939
LIJA Women's Mid-Length Panel Golf Shorts,202302,0,1.19415
Toys,202302,0,1.22915
Brooks Women's Ghost 6 Running Shoe,202302,0,0.95331
Bag Boy M330 Push Cart,202302,0,0.85567
Merrell Women's Grassbow Sport Hiking Shoe,202302,0,1.31982
Nike Men's Free TR 5.0 TB Training Shoe,202302,0,2.27729
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202302,0,1.51046
First aid kit,202302,0,1.19987
CDs of rock,202302,0,0.38238
Polar FT4 Heart Rate Monitor,202302,0,1.33353
LIJA Women's Argyle Golf Polo,202302,0,1.3811
TaylorMade White Smoke IN-12 Putter,202302,0,0.93774
Fitbit The One Wireless Activity & Sleep Trac,202302,2,1.00113
Nike Kids' Grade School KD VI Basketball Shoe,202302,0,1.78495
The North Face Women's Recon Backpack,202302,0,0.46957
Smart watch,202302,0,0.81987
Baby sweater,202302,0,1.59907
MDGolf Pittsburgh Penguins Putter,202302,0,1.87056
Men's gala suit,202302,0,0.27487
Merrell Men's All Out Flash Trail Running Sho,202302,0,1.49753
Garmin Approach S3 Golf GPS Watch,202302,0,0.1202
LIJA Women's Button Golf Dress,202302,0,0.67709
Cleveland Golf Women's 588 RTX CB Satin Chrom,202302,0,0.72678
Merrell Women's Siren Mid Waterproof Hiking B,202302,1,1.04301
TaylorMade Women's RBZ SL Rescue,202302,0,2.12158
Mio ALPHA Heart Rate Monitor/Sport Watch,202302,0,1.25235
TaylorMade 2023 Purelite Stand Bag,202302,0,1.07664
Cleveland Golf Collegiate My Custom Wedge 588,202302,0,1.54548
adidas Brazuca 2023 Official Match Ball,202302,0,2.3418
Nike Men's Fingertrap Max Training Shoe,202302,0,2.25422
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,202302,0,0.80069
Nike Men's Kobe IX Elite Low Basketball Shoe,202302,0,1.05431
Ogio Race Golf Shoes,202302,0,1.21307
insta-bed Neverflat Air Mattress,202302,0,0.67349
GolfBuddy VT3 GPS Watch,202302,0,1.12731
Merrell Women's Grassbow Sport Waterproof Hik,202302,0,2.33803
Titleist Small Wheeled Travel Cover,202302,0,0.8895
Polar Loop Activity Tracker,202302,0,2.18426
Pelican Maverick 100X Kayak,202302,0,2.20262
Garmin Approach S4 Golf GPS Watch,202302,0,0.53505
Total Gym 1400,202302,0,1.83943
Garmin Forerunner 910XT GPS Watch,202302,0,1.20023
Titleist Club Glove Travel Cover,202302,0,2.25092
GoPro HERO3+ Black Edition Camera,202302,0,0.8576
Diamondback Boys' Insight 24 Performance Hybr,202302,0,0.1891
Diamondback Girls' Clarity 24 Hybrid Bike 201,202302,0,1.80266
Stiga Master Series ST3100 Competition Indoor,202302,0,1.39626
SOLE E35 Elliptical,202302,13,1.91587
Bushnell Pro X7 Jolt Slope Rangefinder,202302,2,0.31626
SOLE E25 Elliptical,202302,36,1.15565
Bowflex SelectTech 1090 Dumbbells,202302,33,1.67115
Perfect Fitness Perfect Rip Deck,202301,529,0.52827
Nike Men's Dri-FIT Victory Golf Polo,202301,13,2.26937
O'Brien Men's Neoprene Life Vest,202301,491,0.67102
Nike Men's Free 5.0+ Running Shoe,202301,17,0.27078
Under Armour Girls' Toddler Spine Surge Runni,202301,222,0.27599
Nike Men's CJ Elite 2 TD Football Cleat,202301,188,0.75746
Field & Stream Sportsman 16 Gun Fire Safe,202301,32,1.34606
Pelican Sunstream 100 Kayak,202301,104,1.40562
Diamondback Women's Serene Classic Comfort Bi,202301,15,1.30907
ENO Atlas Hammock Straps,202301,12,2.04261
Nike Men's Comfort 2 Slide,202301,1,1.29987
adidas Youth Germany Black/Red Away Match Soc,202301,0,1.13098
Team Golf St. Louis Cardinals Putter Grip,202301,0,2.10502
LIJA Women's Eyelet Sleeveless Golf Polo,202301,9,1.15827
adidas Men's F10 Messi TRX FG Soccer Cleat,202301,0,2.32591
Glove It Women's Imperial Golf Glove,202301,23,1.42605
Glove It Imperial Golf Towel,202301,6,0.89095
Bridgestone e6 Straight Distance NFL Carolina,202301,1,1.77573
Glove It Women's Mod Oval 3-Zip Carry All Gol,202301,6,0.85857
Columbia Men's PFG Anchor Tough T-Shirt,202301,0,1.09663
Under Armour Women's Ignite Slide,202301,0,1.54841
Team Golf Tennessee Volunteers Putter Grip,202301,7,1.05592
Titleist Pro V1x High Numbers Personalized Go,202301,10,0.50789
Nike Men's Deutschland Weltmeister Winners Bl,202301,9,0.26436
Bridgestone e6 Straight Distance NFL San Dieg,202301,6,1.82995
Nike Women's Tempo Shorts,202301,1,0.77932
Team Golf Texas Longhorns Putter Grip,202301,1,1.3324
Hirzl Women's Soffft Flex Golf Glove,202301,21,0.36625
Clicgear 8.0 Shoe Brush,202301,1,1.60907
Hirzl Women's Hybrid Golf Glove,202301,0,0.73479
Team Golf Pittsburgh Steelers Putter Grip,202301,1,0.94951
Top Flite Women's 2023 XL Hybrid,202301,0,0.48646
Glove It Urban Brick Golf Towel,202301,2,1.99243
Nike Dri-FIT Crew Sock 6 Pack,202301,4,0.80879
TYR Boys' Team Digi Jammer,202301,1,2.09162
Team Golf San Francisco Giants Putter Grip,202301,0,1.18523
Clicgear Rovic Cooler Bag,202301,7,1.06015
Hirzl Men's Hybrid Golf Glove,202301,6,0.1121
Titleist Pro V1x Golf Balls,202301,0,0.453
adidas Men's Germany Black Crest Away Tee,202301,3,1.78696
Titleist Pro V1 High Numbers Personalized Gol,202301,0,0.67251
Under Armour Women's Micro G Skulpt Running S,202301,5,0.52718
Under Armour Hustle Storm Medium Duffle Bag,202301,12,1.45269
Under Armour Women's Ignite PIP VI Slide,202301,0,1.79812
Bag Boy Beverage Holder,202301,0,0.31474
Under Armour Men's Tech II T-Shirt,202301,17,1.45244
Team Golf New England Patriots Putter Grip,202301,0,1.50699
Under Armour Men's Compression EV SL Slide,202301,9,1.88764
Bridgestone e6 Straight Distance NFL Tennesse,202301,6,0.41429
Glove It Women's Mod Oval Golf Glove,202301,14,2.24533
Titleist Pro V1x High Numbers Golf Balls,202301,2,0.7955
Nike Women's Legend V-Neck T-Shirt,202301,2,0.71885
Under Armour Kids' Mercenary Slide,202301,0,1.43643
adidas Kids' F5 Messi FG Soccer Cleat,202301,10,1.48199
Children's heaters,202301,0,2.03768
Web Camera,202301,0,2.03583
Dell Laptop,202301,15,0.58128
Porcelain crafts,202301,0,0.69135
Sports Books,202301,0,2.32011
DVDs,202301,0,1.77452
Industrial consumer electronics,202301,0,1.71856
Fighting video games,202301,0,2.07795
Summer dresses,202301,0,0.65346
Lawn mower,202301,0,0.1902
Adult dog supplies,202301,0,0.21092
Rock music,202301,0,0.38304
Elevation Training Mask 2.0,202301,0,0.91883
LIJA Women's Mid-Length Panel Golf Shorts,202301,0,0.42023
Toys,202301,0,2.10126
Brooks Women's Ghost 6 Running Shoe,202301,0,0.76509
Bag Boy M330 Push Cart,202301,0,1.75165
Merrell Women's Grassbow Sport Hiking Shoe,202301,0,1.47058
Nike Men's Free TR 5.0 TB Training Shoe,202301,0,1.7261
Nike Women's Free 5.0 TR FIT PRT 4 Training S,202301,0,0.74634
First aid kit,202301,0,1.32397
CDs of rock,202301,0,1.2696
Polar FT4 Heart Rate Monitor,202301,0,2.07271
LIJA Women's Argyle Golf Polo,202301,0,0.32438
TaylorMade White Smoke IN-12 Putter,202301,0,1.29607
Fitbit The One Wireless Activity & Sleep Trac,202301,0,2.11812
Nike Kids' Grade School KD VI Basketball Shoe,202301,0,2.11622
The North Face Women's Recon Backpack,202301,0,1.05467
Smart watch,202301,0,1.86898
Baby sweater,202301,0,0.23083
MDGolf Pittsburgh Penguins Putter,202301,0,1.99864
Men's gala suit,202301,0,1.45481
Merrell Men's All Out Flash Trail Running Sho,202301,1,0.30525
Garmin Approach S3 Golf GPS Watch,202301,0,1.99622
LIJA Women's Button Golf Dress,202301,0,0.13051
Cleveland Golf Women's 588 RTX CB Satin Chrom,202301,0,1.89555
Merrell Women's Siren Mid Waterproof Hiking B,202301,0,1.87662
TaylorMade Women's RBZ SL Rescue,202301,0,0.6689
Mio ALPHA Heart Rate Monitor/Sport Watch,202301,1,0.83802
TaylorMade 2023 Purelite Stand Bag,202301,0,0.74314
Cleveland Golf Collegiate My Custom Wedge 588,202301,0,2.09363
adidas Brazuca 2023 Official Match Ball,202301,0,1.81276
